,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,screen_name,happy_img_idx,angry_img_idx,person_name,clean_text,binaryLabel,rq,cluster_labels,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,m0_anger,m0_happiness,m0_calm,m1_disgust,m1_sadness,m1_surprise,dpfc_angry,dpfc_disgust,dpfc_fear,dpfc_happy,dpfc_sad,dpfc_surprise,dpfc_neutral
196,196,199,237,272,72,33083,AFP,13106,12060,Vladimir Putin,"#UPDATE Russian President Putin describes the new defence strategy unveiled by US counterpart Donald Trump as ""aggr…",Real,2,111,8.7,15.6,132.2,0.069,0.083,0.075,0.71,0,0,1.24,0.63,1.93,0,0.22,0.58,0.59,0,0.2,1.18,0.53,0.03,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0.418050587,0.539356828,0.042592596,0,0,1,0.108371817,1.05E-06,0.029884804,0.000647966,0.043197475,2.92E-05,0.817867637
197,197,200,238,273,73,17257,NBCNews,12958,13144,Vladimir Putin,"Call between President Trump and Putin on Syria will take place Tuesday, White House Press Secretary Sarah Huckabee…",Real,2,111,-0.7,28.1,161.6,-0.076,0.329,-0.048,0,0,0,0.64,0.37,2.01,0.32,1.17,1.03,0.94,1.03,0,0.18,0.16,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0.352562159,0.49556917,0.151868716,0.030780861,0.404479444,0.564739764,0.020829074,1.29E-07,4.64E-06,0.007613448,0.398995906,7.73E-07,0.572555959
198,198,201,239,274,74,33623,ChannelNewsAsia,13116,12005,Vladimir Putin,Putin and Erdogan to use meeting next week to discuss Syria - agencies,Real,2,111,3.2,15.5,130,0.014,-0.072,0.011,0.65,0.55,0,0.84,1.8,2.81,1.08,1.09,1.04,0.86,1.04,0,1.06,0.1,0.35,0.52,0.44,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0.432851821,0.442800969,0.124347202,0,0,1,0.076318108,0.229355827,0.293689728,0.000162225,0.375020504,0.000349238,0.02510434
199,199,202,240,275,75,34047,CNNPolitics,12177,12180,Vladimir Putin,US President Trump and Russian President Putin discuss Syria in a lengthy phone call,Real,2,111,6.8,8.6,158,0.096,0.22,0.137,0.31,0.14,0,0,0,0.15,0,0,0,0,0,0,0.91,0,0.42,0.79,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.402244776,0.391384035,0.206371188,0,0.271465272,0.728534698,0.029328639,2.38E-07,0.005637837,7.19E-05,0.062739007,4.60E-05,0.90217644
200,200,203,241,277,77,33095,haaretzcom,12485,12315,Vladimir Putin,Who Is Paul Manafort? Trump's Ex-campaign Manager Pitched a Secret Plan to Benefit #Putin,Real,2,111,3.1,5.9,153.2,0.179,0.245,-0.144,0,0,0,0,2.58,1.83,0.67,0.81,1.46,1.56,0,0,0,0.15,0.96,0.38,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0.259102643,0.740897357,0,0.086942546,0.138414487,0.774643004,0.001722678,4.80E-05,0.000284897,0.948951185,0.001359904,0.000998935,0.046634402
201,201,204,242,278,78,36513,haaretzcom,12412,11924,Vladimir Putin,Who Is Paul Manafort? Trump's Ex-campaign Manager Pitched a Secret Plan to Benefit Putin #MuellerMonday,Real,2,111,6.8,8.6,158,0.096,0.22,0.137,0.31,0.14,0,0,0,0.15,0,0,0,0,0,0,0.91,0,0.42,0.79,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.402244776,0.391384035,0.206371188,0,0.271465272,0.728534698,0.029328639,2.38E-07,0.005637837,7.19E-05,0.062739007,4.60E-05,0.90217644
202,202,206,245,281,81,26741,nytimesworld,11308,11985,Vladimir Putin,Commerce Secretary Wilbur Ross says he may sell investment in business with ties to Putin's inner circle,Real,2,111,6.8,8.6,158,0.096,0.22,0.137,0.31,0.14,0,0,0,0.15,0,0,0,0,0,0,0.91,0,0.42,0.79,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.402244776,0.391384035,0.206371188,0,0.271465272,0.728534698,0.029328639,2.38E-07,0.005637837,7.19E-05,0.062739007,4.60E-05,0.90217644
203,203,207,246,282,82,31724,AP,11282,12011,Vladimir Putin,The Latest: Russian President Vladimir Putin says accusations of Donald Trump's collusion have hurt the US politica…,Real,2,111,6.8,8.6,158,0.096,0.22,0.137,0.31,0.14,0,0,0,0.15,0,0,0,0,0,0,0.91,0,0.42,0.79,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.402244776,0.391384035,0.206371188,0,0.271465272,0.728534698,0.029328639,2.38E-07,0.005637837,7.19E-05,0.062739007,4.60E-05,0.90217644
204,204,208,247,283,83,21816,nytimesworld,11384,12179,Vladimir Putin,"For Russian elite, “What matters now is your own potential independent of Putin, says an analyst, “because the mome…",Real,2,111,10.7,28.8,137.5,0.067,-0.024,0.135,0.35,0,0,0,1.04,0.98,0.69,0,0.41,0.19,0.45,0,0.4,0.05,0.33,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.452293456,0.419671923,0.128034621,0,0,1,0.017440222,5.62E-07,0.050573476,4.79E-05,0.195528999,3.52E-05,0.736373663
205,205,209,248,284,84,23961,WashTimes,11676,11929,Vladimir Putin,White House: No formal Trump-Putin meeting on Asia trip,Real,2,111,-8.6,28.1,136.5,0.081,0.362,-0.125,0.43,0.35,1.1,1.08,0.41,2.53,0,0,0.98,0,0.28,0.08,0,0,0.79,1.53,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.302536994,0.697462976,0,0,0,1,0.148301408,0.000170063,0.089808755,0.010307433,0.40616256,0.000134091,0.345115662
206,206,210,249,285,85,26466,themainichi,12944,12141,Vladimir Putin,"Trump, Putin discuss Syria, N. Korea, more in hour-plus call",Real,2,111,20.2,19.4,142.4,0.006,-0.049,0.077,0.39,0.52,0,0.89,1.9,2.09,1.34,2.39,1.86,0.96,0.38,0,0.87,0,0.07,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.452465415,0.512905478,0.034629073,0.079627797,0.77823782,0.142134398,0.034689479,4.14E-06,0.008202675,0.741938233,0.019601401,0.000468351,0.195095778
207,207,211,250,286,86,28691,euronews,12388,12829,Vladimir Putin,A statement on the Kremlin's website says President Vladimir Putin called U.S. President Donald Trump on Sunday to…,Real,2,111,0.7,18.9,141.9,-0.132,0.088,0.009,0.21,0.14,0.07,0.46,0,0,0,0,0,0,0.86,0.79,1.04,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0.51821661,0.299796373,0.181987077,0.226487681,0.481349379,0.292162925,0.000632393,1.52E-09,6.97E-07,0.99917978,8.80E-05,3.67E-05,6.25E-05
208,208,212,251,287,87,30230,TIME,11916,13208,Vladimir Putin,Trump official Wilbur Ross involved with business tied to Vladimir Putin,Real,2,111,17.1,23.4,141.9,0.09,-0.156,0.158,0.69,0.24,0,0.53,0.26,0,0.49,0,0,1.45,0.82,0,0.36,0.24,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0.520230114,0.27147004,0.20829986,0,0.490289629,0.509710371,0.001457102,1.02E-09,0.033717852,2.51E-05,0.795646608,2.24E-06,0.169151008
209,209,213,252,288,88,31815,STForeignDesk,12638,13259,Vladimir Putin,"#Putin gets #Trump's tweets though he stays offline, Kremlin says",Real,2,111,11.1,18.3,131.8,-0.034,-0.185,0.041,0.37,0,0,0,2.26,3.89,1.66,2.18,1.34,1.17,2,0.59,1.42,0.66,0.13,0.21,0.19,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0.333686858,0.666313171,0,0.179351628,0,0.820648313,0.114663206,4.95E-05,0.125723839,3.71E-05,0.674775064,0.000315894,0.084435418
210,210,214,253,289,89,33282,euronews,13023,12116,Vladimir Putin,"Vladimir Putin travelled to Syria this week with an escort of Russian fighter jets. Of course, the plan he flew on…",Real,2,111,17.1,23.4,141.9,0.09,-0.156,0.158,0.69,0.24,0,0.53,0.26,0,0.49,0,0,1.45,0.82,0,0.36,0.24,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0.520230114,0.27147004,0.20829986,0,0.490289629,0.509710371,0.001457102,1.02E-09,0.033717852,2.51E-05,0.795646608,2.24E-06,0.169151008
211,211,215,254,290,90,28018,guardiannews,13072,11460,Vladimir Putin,Trump commerce secretary's business links with Putin family laid out in leaked files,Real,2,111,-1.8,20.7,119.4,-0.009,0.043,0.15,0.21,0,1.73,0.56,1.28,1.6,0.8,0.96,0.61,1.93,0.75,0.07,0.47,0,0.49,0,1.47,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0.498827368,0.285232991,0.215939611,0.071235798,0.800457418,0.128306732,0.000127026,0.965914845,0.013885422,2.68E-09,0.020070719,2.03E-09,1.98E-06
212,212,216,255,291,91,23970,WashTimes,12410,12496,Vladimir Putin,"""There’s no certainty that either Nicolas Maduro or Vladimir Putin will succeed."" #WashTimesEd",Real,2,111,11.5,7.9,146.1,0.073,0.181,0.128,0.44,0.12,0,0.79,0,0.12,0,0,0,0,0.23,0,0.13,0,0.53,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.369268,0.369103581,0.261628449,0,0.238361239,0.761638761,0.065554202,0.002141824,0.245358542,0.000669543,0.518019617,0.000403996,0.167852238
213,213,217,256,292,92,35343,ReutersUK,12490,12655,Vladimir Putin,"Daily Briefing: - May in Brussels after Brexit setback - ECB, BoE policy decisions - Putin's annual address…",Real,2,111,-1.8,20.7,119.4,-0.009,0.043,0.15,0.21,0,1.73,0.56,1.28,1.6,0.8,0.96,0.61,1.93,0.75,0.07,0.47,0,0.49,0,1.47,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0.498827368,0.285232991,0.215939611,0.071235798,0.800457418,0.128306732,0.000127026,0.965914845,0.013885422,2.68E-09,0.020070719,2.03E-09,1.98E-06
214,214,218,257,293,93,23674,NBCNews,11455,12714,Vladimir Putin,"Putin takes an icy dip in the freezing waters of a Russian lake early on Friday, observing an Orthodox Christian ri…",Real,2,111,10.8,30.9,123,0.022,-0.207,0.125,0.79,0,0.88,0.25,1.55,3.36,0.63,1.73,0.97,0,1.25,0,0,0,2.27,3.6,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0.337189823,0.662810147,0,0.121574499,0.878425539,0,0.023710018,0.000378451,0.187163755,1.33E-07,0.770842135,0.016471006,0.001434542
215,215,219,258,294,94,23400,business,11365,12155,Vladimir Putin,Putin urges Trump to find time for a formal meeting to talk through a crisis in relations between their two countri…,Real,2,111,1.6,24.4,155.6,0.037,0.245,-0.066,1.24,0,0,0,1.54,0.68,0.32,1.03,1.55,0.78,0.57,0,1.29,0.2,0.63,0,0.85,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0.355321527,0.614988029,0.029690472,0.071572706,0,0.928427279,0.08617118,4.55E-05,0.016301533,0.001943284,0.230368271,0.00017572,0.664994478
216,216,220,259,295,95,34099,DailyMirror,13076,12467,Vladimir Putin,Vladimir Putin press conference live: Watch Russian President give final media Q&amp;A before March election…,Real,2,111,9.8,9.5,133.4,-0.095,-0.08,0.001,1.54,0,0,0,0.35,0,0,0.29,1.1,0.85,0.3,1.33,1.4,0,0,0.1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0.467225105,0.411837965,0.120936938,0.113202021,0,0.886797965,0.000661559,3.65E-07,0.076246783,0.000224315,0.92232877,1.56E-06,0.000536688
217,217,221,260,296,96,33808,guardian,11310,11636,Vladimir Putin,An appeal to Vladimir Putin: please let sick children out of Ghouta | David Nott and Hamish de Bretton-Gordon,Real,2,111,9.9,9.6,130.3,0.121,-0.014,-0.012,0.64,0.2,0,1.13,0,0.49,0.02,0,0,0,0.69,0,0.47,0.5,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.424633443,0.527880609,0.047485881,0,0,1,0.114643939,0.014172493,0.365620941,1.45E-05,0.481671572,6.29E-05,0.023813622
218,218,222,261,297,97,22769,AP,13256,13011,Vladimir Putin,#AP10Things: Putin announces partial pullout of Russian forces from Syria; Final push for Roy Moore and Doug Jones…,Real,2,111,10.9,26.6,130.9,0.044,-0.08,0.118,0,0,0,0.08,2.17,2.69,1.24,0.72,0.6,0,1.59,0,0.14,0,0.29,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.433992922,0.564626992,0.001380148,0.098416597,0.804214418,0.097369023,0.809993625,4.94E-09,0.001271011,1.33E-06,0.188381955,1.57E-09,0.000352137
219,219,223,262,298,98,35276,CNNPolitics,13226,13341,Vladimir Putin,US President Donald Trump and Russian President Vladimir Putin briefly talk during the opening photo at the Asia-Pa…,Real,2,111,16.2,14.6,119.7,0.097,-0.18,-0.09,0.36,0,0.37,0.5,0,0,0,0.33,0.11,0,1.33,0,0.44,0.22,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378570884,0.23998642,0.381442666,0,0.162807345,0.837192595,0.212550834,2.88E-06,0.002731166,0.000411931,0.588316619,3.83E-05,0.195948169
220,220,224,263,299,99,27413,AFP,13351,12074,Vladimir Putin,"#UPDATE Trump will not hold a meeting with Putin on the sidelines of APEC summit in Vietnam, White House says…",Real,2,111,15.3,13.7,138.3,-0.004,-0.005,-0.15,1.12,1.2,0,1.12,1.26,2.54,0.34,0.56,1.21,0.13,0.6,0.19,1.32,0.52,0.45,0,0.64,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.463123381,0.27572906,0.261147588,0.148541868,0.72573477,0.125723317,0.068965025,2.79E-05,0.021783885,0.170729682,0.021957524,0.672156572,0.044379365
221,221,225,264,300,100,34932,business,14870,14898,Theresa May,"Asked whether Britain would pay for access to the EU's single market, Theresa May tellingly doesn't rule it out…",Real,2,122,3.6,1.7,132.2,-0.044,-0.055,0.036,0.76,0,0.75,0,0.7,0,0,1.24,1.85,1.34,0,0,0,0,0,0,0.38,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0.301237375,0.698762715,0,0.013938184,0.986061811,0,0.293315798,3.09E-13,0.19138965,4.36E-06,0.152305007,5.89E-10,0.362985194
222,222,226,265,301,101,4483,IrishTimes,15240,14932,Theresa May,"Theresa May: ""There will be no hard border"" on the island of Ireland #BrexitDeal http…",Real,2,122,-1.7,30.5,140.1,-0.259,-0.094,-0.084,1.41,0,0,1.78,0.44,1.07,0,0.21,1.08,0.61,1.44,0,0.48,0.58,0.99,0.51,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0.497263134,0.502736926,0,0,1,0,0.011064312,1.50E-11,0.001744548,4.44E-08,0.295724273,3.36E-10,0.691466808
223,223,227,266,302,102,36408,ReutersUK,14616,594,Theresa May,LIVE: British Prime Minister Theresa May takes questions in parliament following a debate on the European Union Wit…,Real,2,122,1.2,26.3,131.4,-0.061,0.055,-0.051,1.3,0,0,0.19,1.77,1.69,0.1,1.23,1.98,0.59,0.08,0,0.17,0,1.91,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0.343638718,0.656361222,0,0,1,0,3.55E-07,1.49E-09,1.28E-05,0.999891758,2.94E-05,3.57E-08,6.57E-05
224,225,229,268,305,105,16065,standardnews,590,15164,Theresa May,Latest Brexit news live: EU leaders set to give the green light on second stage of Brexit talks as Theresa May says…,Real,2,122,5.8,12.1,145.6,0.109,0.006,-0.088,0.04,0.41,1.28,0,0,0,0.57,0,0,1.32,0.6,0.6,0.42,0.47,0,1.13,1.91,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0.46510464,0.445907235,0.088988133,0.047914054,0.952085912,0,0.019295268,3.52E-06,0.029435987,5.78E-05,0.481890261,0.000153302,0.469163805
225,226,230,269,306,106,37495,ReutersUK,14869,15014,Theresa May,JUST IN: Theresa May has invited European business leaders to meeting next Monday on #Brexit - European sources,Real,2,122,26.4,12.5,166.8,0.087,0.096,0.071,0.54,0,0.03,0.56,1.94,3.97,0,0.19,1.14,0,0.17,0,0.68,0.32,0.15,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0.459019601,0.453205109,0.087775312,0.143349439,0.824086547,0.032564033,0.090705752,0.001513697,0.688953519,0.206776589,0.01181113,1.94E-05,0.000219818
226,228,232,272,309,109,13449,standardnews,14831,701,Theresa May,Brexit latest: Live updates as Theresa May lands in Brussels to secure EU deal after night of talks,Real,2,122,2.7,13.5,130.7,-0.043,0.009,-0.058,0,0,0,0,0.84,0.91,0.46,0,0.21,0,0,0.24,1.1,0.19,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.469492048,0.368663013,0.161844924,0.15805611,0.585174739,0.25676915,2.85E-05,7.18E-07,2.97E-05,0.999899983,2.64E-05,5.05E-10,1.48E-05
227,229,233,273,310,110,33336,DailyMirror,15030,981,Theresa May,Theresa May signals she'll back a plastics tax on bottles and coffee cups,Real,2,122,4.8,6.3,142.9,-0.108,0.168,-0.01,2,0.43,0,1.74,0,0,0,0,0,0,0.85,0.23,0,0.13,0.11,0.64,0.13,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0.490217388,0.347768754,0.162013903,0.005322181,0.752314329,0.242363408,0.213683665,0.006522857,0.307304204,0.306606144,0.123016,1.04E-05,0.042856723
228,230,234,275,312,112,4067,standardnews,15119,22,Theresa May,Brexit latest: Theresa May issues direct plea to EU citizens and says 'I want you to stay',Real,2,122,-5.7,16.6,128.4,-0.078,0.161,-0.038,0.58,0,0.13,0,1.8,1.64,1.08,1.13,1.07,0,0.92,0,0.2,0,0.39,0.93,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0.379322618,0.614411831,0.006265591,0.049852114,0.950147867,0,0.771052361,1.63E-05,0.20385097,0.000130012,0.018447232,0.006299697,0.000203354
229,231,235,276,313,113,275,DailyMirror,557,189,Theresa May,Donald Trump's Twitter attack on Theresa May latest in long line of headaches he's caused in Britain…,Real,2,122,13.6,1.6,146.1,-0.097,0.131,-0.085,0.14,0,0,0.55,1.22,0.53,0.3,0.32,0.76,0,0.25,0,0.66,0.89,1.16,0.55,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0.377787173,0.405716807,0.216496006,0.115208559,0.815933168,0.068858251,1.60E-09,1.41E-19,8.82E-05,0.673896551,0.152782574,2.84E-08,0.173232675
230,232,236,277,314,114,21205,FinancialTimes,281,14937,Theresa May,"Theresa May has promised that financial services will be at the heart of any Brexit trade deal, a move to protect t…",Real,2,122,11.7,10,119.5,-0.042,-0.156,0.016,0.73,0,0,1.08,0,1.5,0.21,0.64,0.12,0,1.14,0,1.17,0,0.43,1.54,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.36569792,0.485245168,0.149056897,0.00756014,0.916077852,0.076361991,0.00045756,2.04E-05,0.716515958,0.048441987,0.002483369,0.224291414,0.007789349
231,233,237,278,315,115,8448,business,487,622,Theresa May,"Theresa May wants a made-to-measure EU trade deal, plus Wednesday's other Brexit news",Real,2,122,2.9,10.9,133.7,-0.064,0.12,0.162,0.73,0.13,0,1.95,1.44,0.64,0,0.87,1.85,2.07,0,0,1.01,0.01,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0.556656063,0.288256049,0.155087903,0,0,1,0.501764178,0.000249169,0.178090796,0.2476127,0.031370454,0.02478298,0.016129727
232,234,238,279,316,116,18251,business,736,15022,Theresa May,"Trump to meet with Theresa May at Davos, White House says",Real,2,122,3.4,11.2,136.3,0.097,0.091,-0.119,0,0,0,0,0.77,0.6,0.89,0.86,0.65,0.5,0.48,0,1.54,0,1.06,0.8,0.16,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0.46930173,0.258363694,0.272334546,0.061284378,0.929241478,0.00947419,0.001125153,0.155639455,0.001884142,9.73E-08,0.841350496,1.15E-08,5.53E-07
233,235,239,280,317,117,34444,business,15099,544,Theresa May,LIVE: Theresa May details plan for how proposed Brexit transition will work in an address to Parliament,Real,2,122,-0.9,16.2,154.9,0.233,-0.093,0.027,0.34,0,0.43,0,1.99,1.65,1.46,1.27,1.83,2.39,0.03,0,0.6,0.4,1.39,0.64,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0.479552776,0.493582249,0.026864892,0.172703072,0,0.827296913,2.69E-05,5.46E-06,1.73E-06,0.988984048,5.32E-05,3.78E-06,0.010924928
234,236,240,281,319,119,30641,Channel4News,15189,15008,Theresa May,Theresa May has struck a deal with the EU to move Brexit talks on to the next stage. But what do you think of what…,Real,2,122,2.9,20.3,125.8,-0.12,0.007,-0.02,1.12,0.52,0.84,1.08,0.77,0,0,0.06,1.38,0.95,0.85,0.81,0.33,0.47,0.41,0,0.06,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0.405482292,0.587699115,0.006818564,0,0.478759706,0.521240294,0.005474961,3.62E-10,0.000428944,4.45E-08,0.887979746,9.07E-10,0.10611622
235,238,242,283,321,121,37245,DailyMirror,14878,834,Theresa May,Here are the Tories set for the sack or a boost in Theresa May's Cabinet reshuffle,Real,2,122,8.8,8.9,150.6,-0.264,0.143,0.053,0.44,0.58,1.48,2.6,1.9,3.48,0.14,1.2,0.94,1.94,0.43,1.28,1,0.25,0,0.23,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0.501324654,0.150019825,0.348655492,0,0,1,0.110489734,0.002421965,0.864579022,0.005373469,8.85E-05,0.017018413,2.89E-05
236,239,243,284,322,122,10586,thetimes,14862,640,Theresa May,EU leaders are preparing for Theresa May's government to collapse before the new year,Real,2,122,10.6,22.2,132.1,-0.086,-0.075,-0.059,0.03,0,0,0,0.65,1.82,1.09,0.98,1.23,1.24,1.01,1.01,0.42,0.9,0.85,1.4,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0.441393167,0.430270344,0.12833643,0.019389534,0.98061049,0,0.207796469,0.0474355,0.394729853,0.000776113,0.341837913,0.001926588,0.005497529
237,240,244,285,323,123,4215,nypost,14941,122,Theresa May,Theresa May says she has no concerns about Trump’s mental state,Real,2,122,2.5,11.9,138.2,-0.144,0.05,-0.036,0.44,0.16,0,0,0,0,0,0,0.53,0.58,0.33,0.07,1.71,0.16,0,0.93,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0.427800417,0.485579282,0.086620271,0.050009828,0.949990153,0,0.21844916,0.077872485,0.030011944,0.292647839,0.237678245,0.00581986,0.137520432
238,241,245,286,324,124,35670,AFP,15046,15154,Theresa May,British Prime Minister Theresa May said the key part of an historic deal with the EU on Brexit was to ensure no ret…,Real,2,122,5.8,17.5,140.1,-0.068,-0.015,-0.036,0.17,0,0.3,0.06,2.09,2.49,0.79,0.13,1.11,0.92,0,0,1.45,0.57,0.97,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0.499826998,0.365947217,0.134225726,0.046930131,0,0.953069866,1.43E-07,9.52E-11,0.000235996,0.999355257,2.20E-05,4.63E-05,0.000340317
239,242,246,287,325,125,6498,Independent,15121,495,Theresa May,"Whether hardline Brexiteers like it or not, Theresa May will have to pay the EU divorce bill",Real,2,122,-0.3,33.7,136,-0.082,-0.147,0.063,0.46,0.7,0,0,0.6,0,0.24,0.19,1.35,1.55,0.6,0,0.96,0,1.89,1.11,0.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.45389092,0.463733464,0.082375653,0.079785213,0,0.920214772,6.51E-06,2.53E-07,4.85E-05,0.014518312,0.000333042,5.55E-06,0.985087812
240,243,247,288,326,126,36806,birminghammail,262,752,Theresa May,Theresa May's official spokesman said Ms Patel was in Israel on a private holiday,Real,2,122,16.8,11.7,139.3,-0.116,0.193,-0.039,0.99,0,0.1,0.22,0.28,0.37,0.09,0,0,0,0.09,0,0.03,0,0.61,1.38,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0.393500388,0.582571566,0.023928037,0.114532031,0.885467947,0,0.011301509,0.000131833,0.122097805,0.752396464,0.018514697,0.078365996,0.01719174
241,244,248,289,327,127,4496,DailyMirror,14979,147,Theresa May,Theresa May jets to Jordan to secure billions of pounds of business after Brexit,Real,2,122,13.1,14,125.6,0,-0.193,-0.076,0,0.11,0.29,0,0.41,0,0.58,1.1,0.28,0,0,0,0.58,0,0,0.41,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0.414325595,0.19231239,0.393362015,0.075623341,0.903385401,0.020991262,2.07E-08,4.49E-11,0.966163039,0.002737015,0.025415003,0.000143092,0.005541809
242,245,249,290,328,128,13217,MENnewsdesk,603,215,Theresa May,Donald Trump hits back at Theresa May over 'Britain First' videos - but only after a silly Twitter mistake,Real,2,122,8.1,9.5,124.3,-0.029,-0.074,-0.02,0,0,0.73,0,1.49,2.95,0.67,0.31,0.85,0.86,0.42,0,1.2,0.39,0.63,0.7,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0.538825154,0.266043514,0.195131287,0,0.275790989,0.724209011,0.008598815,4.62E-05,0.000693073,0.682969034,0.02533132,0.004699199,0.277662277
243,246,250,291,329,129,3221,DailyMirror,14425,621,Theresa May,Firm where Theresa May's husband works paid no UK corporation tax in eight years,Real,2,122,-0.9,28,159.8,-0.142,0.15,-0.106,0,0.39,0,0,0,0,0,0,0.22,0,0.19,0,0.18,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.401362538,0.4405604,0.158077136,0.14237532,0.38275075,0.47487396,1.60E-06,5.44E-16,2.00E-05,2.42E-08,0.059944473,4.46E-14,0.940033913
244,248,252,293,331,131,32261,Independent,14957,89,Theresa May,Jeremy Corbyn confronts Theresa May about private jet owners dodging tax in Isle of Man,Real,2,122,5.7,11,132.6,-0.091,0.039,0.004,0,0,0.63,0,0.5,0.62,1.13,0.53,0,0.78,1.17,0.56,1.57,0,0.23,1.17,0.24,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0.527739167,0.15147616,0.320784718,0.047557391,0.773862839,0.178579792,0.061647534,4.09E-05,0.106842011,0.068036452,0.119557746,0.120140955,0.52373445
245,249,253,294,332,132,329,FinancialTimes,14987,626,Theresa May,"In today's Brexit Briefing, will Theresa May appoint a ""no deal"" Brexit minister in her reshuffle?…",Real,2,122,0.2,12,136,-0.086,0.017,0.005,0,0,0.86,0,0.24,1.11,0.95,0.46,0,0.51,0.9,0.5,1.24,0,0,1.35,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0.558513939,0.215087175,0.226398885,0.012564071,0.987435937,0,0.036620613,0.000486412,0.088277645,0.002470087,0.867835581,0.000152633,0.004157123
