,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,screen_name,idx,clean_text,selection,binaryLabel,rq,cluster_labels,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,m0_anger,m0_happiness,m0_calm,m1_disgust,m1_sadness,m1_surprise,dpfc_angry,dpfc_disgust,dpfc_fear,dpfc_happy,dpfc_sad,dpfc_surprise,dpfc_neutral
44,44,44,44,44,46,29446,veteranstoday,29446,"Harvey Weinstein's disgrace major event in culture war - - Here is ""the best dossier yo...",happy,Fake,1,38,-1.2,25.8,155.2,-0.118,0.18,-0.11,0.0,0.0,0.0,0.0,1.69,0.51,0.48,1.42,1.09,1.3,0.16,1.32,0.73,0.28,0.0,0.0,0.93,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0.379140258,0.349523276,0.271336526,0.049620382000000005,0.270991653,0.6793879270000001,0.023543118,8.04e-05,0.0002128,0.5450797079999999,0.337804735,2.21e-06,0.09327703
45,45,45,45,45,47,33156,veteranstoday,33156,John Kerry and Prince Charles kill the Israeli project - - ...by Jonas E. Alexis ...,happy,Fake,1,-1,10.0,17.3,136.8,-0.022,-0.13,0.006,0.93,0.61,0.41,1.06,0.0,0.0,0.56,0.0,0.0,0.45,0.0,0.19,0.57,0.0,0.08,0.26,0.0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.252492219,0.74750787,0.0,0.130631149,0.8693688509999999,0.0,0.00687076,0.0006325980000000001,0.015189745,0.535309434,0.078182317,0.0035738840000000007,0.360241234
46,46,46,46,46,48,32675,veteranstoday,32675,Balfour mentality has no place in civilized society - - This betrayal has shamed and an...,happy,Fake,1,13,5.0,34.3,137.3,0.006999999999999999,-0.184,0.029,0.0,0.0,0.0,1.23,1.51,1.91,0.99,1.02,1.76,1.1,0.59,0.47,0.27,0.0,1.22,0.35,0.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0.350438267,0.640451074,0.009110691,0.0,0.0,1.0,0.002025097,7.51e-08,0.041545816,0.367631972,0.068822227,0.045174241,0.4748005870000001
47,47,47,47,47,49,29535,veteranstoday,29535,Speaking Truth to Empire discusses strategic non-violent intervention - - Dan Yaseen in...,happy,Fake,1,-1,-7.0,7.8,144.3,-0.129,-0.045,-0.024,0.35,0.22,0.36,0.7,3.49,2.98,0.83,2.85,2.55,2.04,1.48,0.0,1.66,0.0,3.54,0.0,0.0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0.372854501,0.627145469,0.0,0.087297902,0.912702084,0.0,0.000984882,2.62e-10,0.000227201,0.359307289,0.639380097,1.05e-09,0.000100528
48,48,48,48,48,50,33781,veteranstoday,33781,Hezbollah – Capabilities And Role In The Middle East (Full Documentary) - - ...from S...,angry,Fake,1,106,4.9,14.2,132.7,-0.115,-0.005,-0.027000000000000003,0.0,0.0,0.07,0.0,0.38,1.19,1.94,1.41,0.51,1.27,0.49,1.27,2.07,0.6,0.11,0.53,0.08,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.457055748,0.542944312,0.0,0.0,0.7080196740000001,0.291980326,0.986813903,1.08e-08,0.010265145,0.000403268,0.000518391,6.47e-05,0.001934632
49,49,49,49,49,51,24528,veteranstoday,24528,Vladimir Putin takes spotlight as Eurasia connector - Pepe Escobar - - The roadmap for...,angry,Fake,1,111,0.3,13.2,123.2,-0.14300000000000002,0.027000000000000003,-0.06,0.9,1.33,2.27,0.11,0.56,1.34,0.26,0.96,0.07,0.63,1.47,1.46,0.0,0.0,0.0,1.2,0.0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0.27075541,0.551520407,0.177724198,0.096405067,0.588940859,0.314654052,0.945869803,5.32e-06,0.00316907,6.92e-08,0.026712464,1.7800000000000005e-09,0.024243338
50,50,50,50,50,52,36524,veteranstoday,36524,TRADCATKNIGHT INTERVIEWS BERNARD JANZEN ON THIS CRISIS IN THE CATHOLIC CHURCH - - TRADC...,angry,Fake,1,-1,3.1,2.7,130.5,0.037000000000000005,-0.029,-0.006999999999999999,0.82,0.02,0.81,0.61,0.0,0.0,0.0,0.24,1.04,0.0,0.13,2.24,0.29,0.0,0.0,0.0,0.16,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0.37422809,0.161771581,0.464000285,0.124838069,0.0,0.8751618859999999,0.913125753,9.8e-07,0.057680592,0.002920383,3.82e-05,0.026215844,1.8100000000000006e-05
51,52,52,52,52,54,26754,veteranstoday,26754,Fire and Fury: The Bannon vs. Trump War Officially Begins ...,angry,Fake,1,129,14.3,19.1,147.0,-0.361,0.14,0.065,0.0,0.0,0.0,2.15,0.06,1.12,0.76,0.0,0.0,0.0,0.83,0.3,0.0,0.12,0.0,0.58,0.0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0.489993423,0.462094456,0.047912087,0.122607134,0.8176406620000001,0.059752274,0.7963042859999999,6.14e-05,0.021396035,2.89e-05,0.180923283,1.74e-08,0.001286103
52,53,53,53,53,55,36650,veteranstoday,36650,"Ex-CIA Robert David Steele: ""Privatizing Covert Operations The Most Asinine, Unconstitutional Unethical Idea of t...",angry,Fake,1,53,24.7,25.9,153.4,-0.183,0.048,0.16399999999999998,0.62,0.93,0.05,2.9,1.89,1.36,0.24,0.47,0.88,1.53,1.48,0.6,0.75,0.44,0.81,0.0,0.37,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0.393636882,0.428730488,0.177632615,0.234187946,0.765812099,0.0,0.787588596,2.21e-05,0.05728177,4.83e-07,0.1550529,7.16e-08,5.41e-05
53,54,54,54,54,56,26165,veteranstoday,26165,Russian Foreign Minister Sergey Lavrov to Boris Johnson: Stop lying about Russia - - .....,angry,Fake,1,99,-3.7,15.8,137.6,-0.059,0.059,-0.161,0.0,0.01,0.48,0.0,0.29,2.11,0.46,0.02,0.0,0.0,1.07,1.6,0.44,0.48,0.0,0.55,0.0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0.472756684,0.35769552,0.169547737,0.036002014,0.155923381,0.8080746529999999,0.7748603820000001,4.67e-05,0.055899575,0.031441126,0.136240646,9.17e-05,0.001419944
54,55,55,55,55,57,35025,veteranstoday,35025,'THEY NEVER SEND THEIR CHILDREN TO FIGHT FOR THEIR COUNTRY' - - Their Lobby supports th...,angry,Fake,1,-1,13.5,10.4,140.1,-0.07,-0.16699999999999998,0.01,1.06,1.11,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.52,0.0,0.0,0.0,1.18,1.02,0.0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0.244611561,0.584478498,0.170909956,0.05355081,0.0,0.94644922,0.766696155,1.76e-05,0.023474462,0.000816105,0.031641141,0.007287524,0.170066997
55,56,56,56,56,58,30099,veteranstoday,30099,"Did Seal Team 6 members strangle a Green Beret to cover up fake ""Bin Laden killing""? - -...",angry,Fake,1,-1,17.9,13.7,145.3,-0.103,0.029,-0.046,1.53,0.91,0.0,1.51,1.62,2.4,1.62,1.89,0.0,0.77,0.75,2.29,0.0,0.77,1.18,3.24,0.15,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0.376274973,0.6237249970000001,0.0,0.06811133,0.889969528,0.041919146,0.7356671090000001,3.45e-05,0.06437610099999999,0.084290318,0.036956843,0.061982896,0.016692198999999998
57,58,58,58,58,60,24294,veteranstoday,24294,Time for the GOP to rally to President Trump and the agenda that won 2016 - - There is...,angry,Fake,1,129,19.7,7.5,142.9,-0.006,-0.242,-0.039,0.51,0.0,1.44,0.0,1.13,1.31,1.19,1.37,0.92,0.28,0.44,0.0,0.0,0.0,1.62,1.23,0.0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0.361693323,0.572609782,0.06569688,0.034790527,0.751960933,0.213248551,0.557279944,1.09e-09,0.003093075,9.7e-07,0.438777745,8.16e-11,0.00084825
58,59,59,59,59,61,23303,veteranstoday,23303,Clinton–Obama Emails: The Key to Understanding Why Hillary Wasn’t Indicted -...,angry,Fake,1,117,6.1,19.4,128.0,-0.194,-0.18600000000000005,0.18600000000000005,1.52,0.77,0.0,1.57,0.74,0.0,0.12,2.21,0.03,1.33,2.04,0.21,1.29,0.0,1.38,0.0,0.0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0.548257411,0.227808237,0.223934278,0.0,0.82914263,0.170857355,0.524125755,0.002186302,0.111574665,0.139382899,0.222576171,1.14e-06,0.000153032
59,60,60,60,60,62,27174,veteranstoday,27174,Former CIA Official: End the unconditional support for Israel now ...,angry,Fake,1,-1,-6.8,12.9,133.9,0.021,0.135,-0.032,0.31,0.0,0.76,0.0,0.57,0.0,0.53,1.84,1.03,0.65,0.91,0.67,0.0,0.0,0.66,1.34,2.4,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0.523853064,0.205351949,0.27079495800000003,0.0,0.0,1.0,0.467683196,0.511581838,0.017581904,2.69e-06,0.003124837,2.87e-06,2.27e-05
60,61,61,61,61,63,23475,veteranstoday,23475,"Syrian War Report – December 13, 2017: Trump Declares Victory Over ISIS - - ...from S...",angry,Fake,1,129,9.4,10.9,149.7,-0.35100000000000003,0.083,0.199,0.29,0.0,3.19,0.49,0.39,3.35,2.46,0.42,0.0,0.38,1.17,1.2,0.0,0.0,0.0,0.0,0.32,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0.514590681,0.409420192,0.07598922400000001,0.02314605,0.7544096109999999,0.222444341,0.460076869,7.23e-09,0.335804164,0.000440422,0.203670025,9.1e-08,8.48e-06
61,62,62,62,62,64,25801,veteranstoday,25801,Saudi Arabia &amp; ‘their Western handlers’ behind Syria peace talks failure - - Jim W. Dea...,angry,Fake,1,-1,-0.2,8.2,122.7,-0.055,0.028,-0.14300000000000002,0.0,0.0,0.0,0.0,0.9,0.15,0.63,0.48,0.37,1.23,0.1,0.0,0.79,0.1,1.04,1.08,0.03,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0.502775848,0.401604623,0.095619552,0.0,0.06272842,0.937271595,0.451440901,0.068383873,0.236775994,0.192956284,0.0046405990000000005,0.022693785,0.023108646
62,63,63,63,63,65,31957,veteranstoday,31957,Meet the Israeli spy who conned Rose McGowan for Harvey Weinstein - - ...by Jonas E. ...,angry,Fake,1,38,7.2,26.5,137.0,-0.124,0.013,0.029,0.0,0.04,0.2,0.0,0.19,0.24,0.79,0.28,0.0,0.07,1.0,1.54,1.27,0.49,0.0,0.0,0.38,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0.481153995,0.336147249,0.182698742,0.182957888,0.273784578,0.543257535,0.440120012,0.028709419,0.193333879,0.001197071,0.328489125,0.000633091,0.007517443
63,64,64,64,64,66,24451,veteranstoday,24451,"Israelis rises against Netanyahu, the ""crime minister"" - - ...by Jonas E. Alexis ...",angry,Fake,1,78,-3.9,7.3,146.9,0.002,0.266,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.79,1.72,0.0,0.68,2.07,2.85,0.05,0.41,0.0,0.27,0.0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0.268261194,0.603707552,0.128031254,0.228260458,0.543519318,0.228220239,0.418452561,0.002601937,0.066891231,0.001479679,0.301758975,0.00115412,0.20766148
64,65,65,65,65,67,35059,veteranstoday,35059,The American Domestic Distemper - - It is NOT an enviable position for a great power t...,angry,Fake,1,-1,2.7,16.4,118.6,-0.041,-0.047,-0.032,0.0,0.46,2.57,1.0,1.83,1.57,2.14,1.34,0.62,0.0,1.01,0.35,0.0,0.09,1.71,0.4,0.89,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0.410481751,0.589518309,0.0,0.0,0.0,1.0,0.378260851,0.021691656,0.258456349,0.001538959,0.314000249,0.0012409810000000002,0.024810936
65,66,66,66,66,68,36200,veteranstoday,36200,Saudis convert to Zionism – re-circumcized at Paris synagogue - - The real story behind...,angry,Fake,1,78,9.0,9.8,121.2,-0.066,-0.075,-0.011,2.15,0.85,0.2,2.01,0.88,1.22,0.0,0.83,0.1,0.68,0.79,0.78,0.17,0.0,0.0,0.0,0.0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.400748551,0.485045016,0.114206441,0.135039926,0.221529588,0.643430531,0.309444278,5.84e-10,0.008275264000000001,4.43e-07,0.5443161129999999,1.37e-06,0.13796255
66,67,67,67,67,69,29784,veteranstoday,29784,Political Writer Jonathan Tilove Dissects Screaming Conspiracist Alex Jones - ...,angry,Fake,1,-1,7.1,4.0,125.3,-0.053,-0.204,-0.07,0.52,0.38,1.13,1.24,1.09,1.38,0.84,1.68,1.01,1.51,0.9,0.0,0.22,0.0,1.18,0.19,1.05,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0.339163274,0.660836697,0.0,0.017005742,0.0,0.982994258,0.299803764,0.139740735,0.10101784,0.01718271,0.15134947,0.124434069,0.166471407
67,68,68,68,68,70,30330,veteranstoday,30330,"Texas Poet Laureate Carmen Tafolla &amp; Gregg Barrios, Prominent Poet, Playwright &amp; Critic - ... - Lati...",angry,Fake,1,-1,9.2,20.3,163.3,-0.052000000000000005,0.343,-0.097,1.69,1.2,0.26,2.03,0.0,1.12,0.03,1.11,0.0,0.7,0.35,0.41,0.8,0.0,1.06,3.73,0.0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0.450959772,0.379932195,0.169108048,0.10302709,0.896972895,0.0,0.270844758,0.000344678,0.106465422,0.000369536,0.621665895,2.19e-08,0.000309703
68,69,69,69,69,71,29371,veteranstoday,29371,‘Felt like a slave’: Cleaner sues over alleged abuses at Netanyahu home - - ...,angry,Fake,1,-1,2.5,13.6,124.9,-0.151,-0.025,0.075,0.0,0.16,1.36,0.0,0.81,2.52,0.21,0.72,1.22,1.19,0.89,0.33,1.03,0.0,0.34,0.86,0.45,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.437747866,0.394918025,0.167334139,0.13120646800000002,0.868793547,0.0,0.256912977,1.02e-06,0.730758965,0.000704575,0.011560081000000002,5.23e-05,1.01e-05
69,70,70,70,70,72,32822,veteranstoday,32822,"1943: On This Day in History, Himmler orders Gypsies to concentration camps - - On this...",angry,Fake,1,-1,17.6,13.9,143.1,-0.252,-0.106,0.083,1.56,0.1,0.65,0.0,0.1,1.11,1.18,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0.40752992,0.381350636,0.211119413,0.047584992,0.78420186,0.16821320399999998,0.234119773,5.42e-05,0.017419188999999998,0.00021124,0.748179913,3.75e-10,1.57e-05
70,71,71,71,71,73,30326,veteranstoday,30326,Leading Leftist Thinker Carl Davidson Helps Us Make Some Sense of the Political Madness - ... - Note...,angry,Fake,1,-1,3.2,28.3,132.5,-0.122,-0.028,0.039,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.07,0.35,0.0,0.0,0.27,0.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.429285377,0.5503413079999999,0.020373285,0.0,0.0,1.0,0.222542077,2.29e-05,0.016701931,0.001545044,0.367031962,0.002518679,0.389637351
71,72,72,72,72,74,30623,veteranstoday,30623,Benjamin Netanyahu is a pathological liar and a political psychopath - - ...by Jonas ...,angry,Fake,1,78,9.9,11.8,152.9,0.003,0.036000000000000004,0.096,0.0,0.22,0.33,0.0,0.0,0.24,0.32,0.6,0.0,0.43,1.19,0.57,0.56,0.0,0.73,1.53,0.0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0.38601324,0.505995333,0.107991382,0.0,0.251163036,0.748836994,0.22202684,9.47e-06,0.016494408000000002,0.050690468,0.16019015,4.39e-05,0.550544798
72,73,73,73,73,75,28614,veteranstoday,28614,Merkel furious with leaks on PM May 'weakness'; EU fearful she could be replaced by Boris Johnson - ... - [Edit...,angry,Fake,1,103,5.3,16.6,148.4,-0.045,0.059,-0.067,0.67,0.0,0.89,0.12,0.69,2.35,0.19,0.7,0.81,1.33,0.0,0.0,1.35,0.0,0.3,0.11,0.0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0.5038028960000001,0.222319782,0.273877323,0.043096364000000005,0.412696362,0.544207275,0.206096679,0.096750095,0.306280226,0.000592942,0.234939516,0.051468521,0.103872009
73,74,74,74,74,76,29789,veteranstoday,29789,Foreign Policy Expert Roy Casagranda: 'Citizen Trump Takes on the World' - - ...,angry,Fake,1,-1,6.1,31.5,156.6,-0.062,-0.085,-0.192,0.0,0.0,1.27,0.0,1.05,1.28,1.31,1.21,0.0,0.07,1.64,1.74,1.91,0.74,0.0,0.0,0.0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0.480352014,0.30572322,0.213924766,0.245506093,0.192528501,0.561965406,0.194557726,0.002908558,0.7070175409999999,0.07169342,0.021540653,1.6399999999999998e-08,0.002282107
74,75,75,75,75,77,29995,veteranstoday,29995,How Trump became the Russian Mafia’s bitch - - …by Ian Greenhalgh and Gordon Duff...,angry,Fake,1,-1,-1.1,12.9,130.2,0.025,-0.042,0.146,0.0,0.13,0.46,0.33,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.16,0.0,0.14,0.93,0.07,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0.30771619100000003,0.69228375,0.0,0.054373886,0.0,0.94562608,0.188055798,0.205124453,0.02542755,0.00103896,0.565957189,2.62e-05,0.014369844
75,76,76,76,76,78,32805,veteranstoday,32805,Remembering Paul Findley and Yasser Arafat - - How did Paul Findley feel about the man...,angry,Fake,1,-1,5.9,25.7,137.2,-0.103,0.047,-0.104,0.18,0.0,0.0,0.0,1.22,0.0,0.56,1.28,0.61,0.37,0.95,0.0,1.42,0.55,0.19,0.0,0.25,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0.56185317,0.241030976,0.197115839,0.07883029400000001,0.890238106,0.030931611,0.137026727,0.005492922,0.33902946100000003,5.350000000000001e-05,0.010540885,0.5075604920000001,0.000296011
76,77,77,77,77,79,23930,veteranstoday,23930,Most Americans say Trump should resign over sex allegations: Poll - - A ...,angry,Fake,1,-1,9.6,11.2,119.6,-0.16399999999999998,-0.126,-0.133,0.0,0.0,0.42,2.11,0.17,0.0,0.2,0.74,0.65,0.0,1.07,0.54,1.3,0.39,0.61,0.44,0.68,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0.192229748,0.8077702520000001,0.0,0.0,0.0,1.0,0.136200234,0.001499575,0.13713336,0.0478082,0.414081335,0.06664405799999999,0.19663325
77,78,78,78,78,80,36876,veteranstoday,36876,Bill Clinton to Netanyahu: “Who the fuck does he think he is?” - - ...by Jonas E. Ale...,angry,Fake,1,115,10.5,19.0,140.9,-0.049,-0.174,0.173,0.97,0.0,0.0,0.0,0.88,1.9,1.41,2.62,0.88,0.0,1.25,0.42,0.63,0.0,0.14,0.27,0.0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0.503121018,0.490922302,0.005956721999999999,0.0,0.589192688,0.410807312,0.129104584,9.01e-10,6.55e-06,2.88e-07,0.040889066,1.77e-08,0.8299995659999999
78,79,79,79,79,81,31656,veteranstoday,31656,"Saad Hariri’s Saudi Resignation: Good News for Iran and Hezbollah - - In Tehran, offic...",angry,Fake,1,90,1.0,19.7,135.3,-0.152,-0.08800000000000001,0.053,0.0,0.0,0.0,0.29,0.35,0.12,0.89,0.24,0.0,0.93,1.64,1.12,2.0,0.0,0.26,0.28,0.05,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0.428080589,0.347327799,0.224591658,0.075647138,0.581414521,0.34293839299999995,0.12242537,3.2299999999999986e-05,0.064096615,0.002354348,0.310183793,0.000935003,0.499972522
79,80,80,80,80,82,34414,veteranstoday,34414,US invaded Afghanistan to restore heroin industry – now pretending to fight it - - The ...,angry,Fake,1,-1,1.9,15.8,134.1,-0.012,0.118,-0.067,0.8,1.05,0.0,1.07,0.0,0.19,0.59,0.74,0.67,0.62,0.98,0.62,1.06,0.0,0.4,0.87,0.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0.423638374,0.508208215,0.068153478,0.042824805,0.6229883429999999,0.334186882,0.115069576,0.00034171900000000004,0.18883349,0.045637928,0.050928302,0.529075086,0.07011386
80,81,81,81,81,83,31667,veteranstoday,31667,Concerning a CIA Whistleblower - - By Bill Willers for Veterans Today “Every employe...,angry,Fake,1,-1,7.4,15.7,143.7,-0.094,-0.111,-0.103,0.33,0.05,0.0,0.36,0.0,0.0,0.22,0.0,0.0,0.0,0.81,0.0,0.47,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0.246648952,0.347761869,0.405589134,0.0,0.0,1.0,0.103783153,5.34e-05,0.04650202,0.003903975,0.226860702,0.018905878,0.599990904
81,82,82,82,82,84,33929,veteranstoday,33929,Kevin MacDonald Is Intellectually Dishonest - - “Cowards die may times before their d...,angry,Fake,1,-1,12.4,11.0,141.8,-0.005,-0.21600000000000005,-0.061,0.0,0.0,0.0,0.0,0.92,0.57,0.67,1.23,1.14,0.0,1.11,1.54,1.11,0.0,0.0,0.0,0.36,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0.30893734100000003,0.691062629,0.0,0.077858247,0.92214179,0.0,0.094606221,4.51e-05,0.004327286,0.059191048,0.827970505,0.000845953,0.013013914
82,83,83,83,83,85,29554,veteranstoday,29554,Speaking Truth to Empire: Interview with Christopher Bollyn - - Host Dan Yaseen discuss...,angry,Fake,1,-1,7.7,23.5,145.5,-0.18,0.045,0.106,1.26,0.44,1.78,0.0,0.32,0.0,0.6,0.98,0.01,1.11,1.53,1.13,1.1,0.0,0.28,0.0,0.14,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0.363172144,0.415721893,0.221105888,0.160259023,0.8397409920000001,0.0,0.094542854,0.001338115,0.040471025,0.005718231,0.050710741,0.000817126,0.8064018490000001
83,84,84,84,84,86,24305,veteranstoday,24305,Exclusive: Dangerous Phase of Terrorism: Trump’s Israeli Connections Proved - - By...,angry,Fake,1,78,10.0,11.1,148.2,0.05,0.07200000000000001,-0.034,0.0,0.0,0.0,0.28,0.81,0.66,0.6,1.14,1.06,1.07,0.36,0.0,1.67,0.0,1.4,0.78,0.0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0.435042471,0.5557717679999999,0.009185741,0.172431841,0.827568173,0.0,0.092570581,0.001317675,0.109892659,0.613451779,0.154506862,0.0077096130000000014,0.020550938
84,85,85,85,85,87,27091,veteranstoday,27091,Exclusive/Breaking: Iran on hit list of USA ...,angry,Fake,1,-1,0.4,24.1,170.2,-0.131,0.259,0.055,0.98,0.61,0.75,0.0,0.0,0.35,0.0,0.0,0.0,0.0,1.35,0.63,0.47,0.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0.209782392,0.790217638,0.0,0.0,0.0,1.0,0.090390645,0.000153336,0.14744392,0.000432503,0.7594254020000001,1.3e-05,0.002141171
85,86,86,86,86,88,26430,veteranstoday,26430,Steve Bannon goes to war on Trump nepotism - - Jim W. Dean - Even though Kushner is coo...,angry,Fake,1,18,1.7,5.6,130.4,-0.046,0.263,0.048,0.91,0.17,0.0,1.43,0.0,1.03,0.0,0.0,0.0,0.94,0.88,0.0,0.0,0.45,0.42,0.87,0.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.30652812100000004,0.693471849,0.0,0.036140073,0.796036363,0.167823538,0.08797393699999999,7.85e-06,0.804127157,5.04e-06,0.09841793,0.000483714,0.008984316
86,87,87,87,87,89,22999,veteranstoday,22999,Turkey re-enters Syrian endgame with ‘smart power’ -...,angry,Fake,1,96,0.3,12.0,126.0,-0.171,0.096,-0.014,1.3,1.62,1.47,1.55,1.03,0.43,0.0,0.0,1.2,1.75,0.0,0.24,0.0,0.22,0.66,0.45,0.0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.365130126,0.549869835,0.08500000099999999,0.129062191,0.6681920889999999,0.202745765,0.079228647,0.009045275,0.6743548509999999,1.8100000000000006e-05,0.215323448,4.55e-05,0.021984169
87,88,88,88,88,90,31003,veteranstoday,31003,"TCK Radio: More Francis ""Resignation"" Talk &amp; False Flag Warnings - - Join me for the ne...",angry,Fake,1,-1,-0.6,10.1,144.7,-0.168,0.196,-0.004,1.41,1.01,0.05,1.98,1.47,0.14,0.3,0.0,0.78,1.1,0.85,0.67,0.54,0.0,0.0,0.0,0.12,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0.51619947,0.19244110600000008,0.291359484,0.261690497,0.169301853,0.569007576,0.076659121,2.25e-05,0.922903538,1.3800000000000007e-05,0.000387713,1.29e-05,5.33e-07
88,89,89,89,89,91,25962,veteranstoday,25962,Trump administration ends 2017 on a sour note - - As if Trump's crass announcement movi...,angry,Fake,1,129,7.8,22.4,125.7,0.017,-0.087,0.022,0.4,0.0,2.95,0.0,1.49,2.27,1.69,1.21,0.0,0.0,1.15,0.6,0.05,0.0,1.26,0.24,0.0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0.333458424,0.632596552,0.033945043,0.033001404,0.645468771,0.321529776,0.075269155,1.5e-07,0.921838939,4.2000000000000004e-06,0.002886048,1.19e-07,1.46e-06
89,90,90,90,90,92,30414,veteranstoday,30414,"Trump vs. Bergdahl: Which one is the treasonous, cowardly scumbag? - - One of these two...",angry,Fake,1,129,4.9,11.4,123.4,-0.135,0.002,0.039,0.0,0.0,1.83,0.0,0.35,2.15,1.29,1.08,0.0,0.27,1.27,0.54,0.77,0.0,0.0,1.58,0.1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0.510899901,0.312449902,0.176650152,0.024950044,0.975049973,0.0,0.073945731,0.000108918,0.114738971,4.4e-05,0.696565807,0.00026896,0.114327624
90,91,91,91,91,93,32686,veteranstoday,32686,"1862: On this Day in History, Lincoln approves Burnside’s plan - - President Abraham L...",angry,Fake,1,-1,2.0,12.6,149.7,-0.118,0.258,-0.052000000000000005,1.13,0.0,0.0,0.19,0.38,0.45,0.0,0.13,0.0,1.75,1.22,0.0,0.0,0.29,0.12,0.32,0.0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0.544982314,0.321389467,0.13362819,0.02490822,0.666353285,0.3087385,0.067534916,6.73e-08,0.0007083030000000001,0.017367342,0.166987851,0.002407309,0.7449941640000001
